holiday,temp,rain,snow,weather,date,Time,traffic_volume
No Holiday,292.1,0.0,0.0,Mist,11-07-2017,01:00:00,392
No Holiday,291.09,0.0,0.0,Mist,11-07-2017,02:00:00,299
No Holiday,290.16,0.0,0.0,Fog,11-07-2017,03:00:00,328
No Holiday,290.16,0.0,0.0,Mist,11-07-2017,03:00:00,328
No Holiday,289.43,0.0,0.0,Mist,11-07-2017,04:00:00,877
No Holiday,289.16,0.0,0.0,Mist,11-07-2017,05:00:00,3021
No Holiday,289.16,0.0,0.0,Fog,11-07-2017,05:00:00,3021
No Holiday,288.62,0.0,0.0,Mist,11-07-2017,06:00:00,5814
No Holiday,288.62,0.0,0.0,Fog,11-07-2017,06:00:00,5814
No Holiday,288.82,0.0,0.0,Mist,11-07-2017,07:00:00,6409
No Holiday,292.15,0.0,0.0,Clear,11-07-2017,08:00:00,5788
No Holiday,295.55,0.0,0.0,Clear,11-07-2017,09:00:00,4805
No Holiday,297.75,0.0,0.0,Clear,11-07-2017,10:00:00,4461
No Holiday,299.51,0.0,0.0,Clear,11-07-2017,11:00:00,4552
No Holiday,300.43,0.0,0.0,Clouds,11-07-2017,12:00:00,5096
No Holiday,300.28,0.0,0.0,Clouds,11-07-2017,13:00:00,5023
No Holiday,300.88,0.0,0.0,Rain,11-07-2017,14:00:00,5049
No Holiday,301.08,0.0,0.0,Rain,11-07-2017,15:00:00,5444
No Holiday,301.44,0.0,0.0,Clear,11-07-2017,16:00:00,6319
No Holiday,301.34,0.0,0.0,Clear,11-07-2017,17:00:00,6021
No Holiday,302.35,0.0,0.0,Clear,11-07-2017,18:00:00,4365
No Holiday,302.08,0.0,0.0,Clouds,11-07-2017,19:00:00,3367
No Holiday,301.29,0.0,0.0,Clear,11-07-2017,20:00:00,3139
No Holiday,299.76,0.0,0.0,Clear,11-07-2017,21:00:00,3115
No Holiday,298.42,0.0,0.0,Clouds,11-07-2017,22:00:00,2354
No Holiday,297.35,0.0,0.0,Clear,11-07-2017,23:00:00,1246
No Holiday,297.29,0.0,0.0,Clear,12-07-2017,00:00:00,704
No Holiday,297.15,0.0,0.0,Rain,12-07-2017,01:00:00,453
No Holiday,297.21,0.0,0.0,Rain,12-07-2017,02:00:00,281
No Holiday,297.21,0.0,0.0,Thunderstorm,12-07-2017,02:00:00,281
No Holiday,295.89,0.0,0.0,Thunderstorm,12-07-2017,03:00:00,358
No Holiday,295.89,0.0,0.0,Rain,12-07-2017,03:00:00,358
No Holiday,293.89,0.0,0.0,Clouds,12-07-2017,04:00:00,848
No Holiday,293.65,0.0,0.0,Clear,12-07-2017,05:00:00,2960
No Holiday,292.62,0.0,0.0,Clear,12-07-2017,06:00:00,5631
No Holiday,292.82,0.0,0.0,Clear,12-07-2017,07:00:00,6337
No Holiday,294.82,0.0,0.0,Clouds,12-07-2017,08:00:00,6098
No Holiday,296.62,0.0,0.0,Clear,12-07-2017,09:00:00,5228
No Holiday,298.79,0.0,0.0,Clouds,12-07-2017,10:00:00,4451
No Holiday,300.44,0.0,0.0,Clouds,12-07-2017,11:00:00,4669
No Holiday,301.15,0.0,0.0,Clouds,12-07-2017,12:00:00,4983
No Holiday,302.07,0.0,0.0,Clouds,12-07-2017,13:00:00,4990
No Holiday,302.3,0.0,0.0,Clouds,12-07-2017,14:00:00,5356
No Holiday,302.37,0.0,0.0,Clear,12-07-2017,15:00:00,5744
No Holiday,302.3,0.0,0.0,Clouds,12-07-2017,16:00:00,6673
No Holiday,301.42,0.0,0.0,Clouds,12-07-2017,17:00:00,6010
No Holiday,300.1,0.0,0.0,Clouds,12-07-2017,18:00:00,4473
No Holiday,299.03,0.0,0.0,Clouds,12-07-2017,19:00:00,3410
No Holiday,296.35,0.0,0.0,Clouds,12-07-2017,20:00:00,3319
No Holiday,295.94,0.0,0.0,Clouds,12-07-2017,21:00:00,2851
No Holiday,294.94,0.0,0.0,Clouds,12-07-2017,22:00:00,2217
No Holiday,294.36,0.0,0.0,Clouds,12-07-2017,23:00:00,1292
No Holiday,293.44,0.0,0.0,Rain,13-07-2017,00:00:00,669
No Holiday,292.78,0.0,0.0,Rain,13-07-2017,01:00:00,434
No Holiday,291.58,0.0,0.0,Drizzle,13-07-2017,02:00:00,330
No Holiday,291.58,0.0,0.0,Mist,13-07-2017,02:00:00,330
No Holiday,291.58,0.0,0.0,Haze,13-07-2017,02:00:00,330
No Holiday,290.8,0.0,0.0,Mist,13-07-2017,03:00:00,348
No Holiday,290.01,0.0,0.0,Clouds,13-07-2017,04:00:00,869
No Holiday,288.73,0.0,0.0,Drizzle,13-07-2017,05:00:00,2836
No Holiday,287.72,0.0,0.0,Rain,13-07-2017,06:00:00,5799
No Holiday,287.72,0.0,0.0,Mist,13-07-2017,06:00:00,5799
No Holiday,287.15,0.0,0.0,Clouds,13-07-2017,07:00:00,6576
No Holiday,286.92,0.0,0.0,Clouds,13-07-2017,08:00:00,6026
No Holiday,287.23,0.0,0.0,Clouds,13-07-2017,09:00:00,4959
No Holiday,288.07,0.0,0.0,Clouds,13-07-2017,10:00:00,4498
No Holiday,289.79,0.0,0.0,Clouds,13-07-2017,11:00:00,4820
No Holiday,290.72,0.0,0.0,Clouds,13-07-2017,12:00:00,4983
No Holiday,291.44,0.0,0.0,Clouds,13-07-2017,13:00:00,4984
No Holiday,292.02,0.0,0.0,Clouds,13-07-2017,14:00:00,5293
No Holiday,291.96,0.0,0.0,Clouds,13-07-2017,15:00:00,5799
No Holiday,292.08,0.0,0.0,Clouds,13-07-2017,16:00:00,6458
No Holiday,291.68,0.0,0.0,Clouds,13-07-2017,17:00:00,5996
No Holiday,291.4,0.0,0.0,Clouds,13-07-2017,18:00:00,4580
No Holiday,291.35,0.0,0.0,Clouds,13-07-2017,19:00:00,3724
No Holiday,291.02,0.0,0.0,Clouds,13-07-2017,20:00:00,3127
No Holiday,290.42,0.0,0.0,Rain,13-07-2017,21:00:00,3123
No Holiday,290.42,0.0,0.0,Drizzle,13-07-2017,21:00:00,3123
No Holiday,289.81,0.0,0.0,Clouds,13-07-2017,22:00:00,2894
No Holiday,289.42,0.0,0.0,Rain,13-07-2017,23:00:00,1524
No Holiday,289.35,0.0,0.0,Clouds,14-07-2017,00:00:00,968
No Holiday,289.22,0.0,0.0,Clouds,14-07-2017,01:00:00,628
No Holiday,289.02,0.0,0.0,Clouds,14-07-2017,02:00:00,471
No Holiday,289.08,0.0,0.0,Clouds,14-07-2017,03:00:00,504
No Holiday,288.65,0.0,0.0,Clouds,14-07-2017,04:00:00,938
No Holiday,288.02,0.0,0.0,Clouds,14-07-2017,05:00:00,3044
No Holiday,287.68,0.0,0.0,Clouds,14-07-2017,06:00:00,5607
No Holiday,287.61,0.0,0.0,Clouds,14-07-2017,07:00:00,6221
No Holiday,289.08,0.0,0.0,Clouds,14-07-2017,08:00:00,5772
No Holiday,290.0,0.0,0.0,Clouds,14-07-2017,09:00:00,4866
No Holiday,291.15,0.0,0.0,Clouds,14-07-2017,10:00:00,4526
No Holiday,291.65,0.0,0.0,Clouds,14-07-2017,11:00:00,4980
No Holiday,292.65,0.0,0.0,Clouds,14-07-2017,12:00:00,5265
No Holiday,293.22,0.0,0.0,Clouds,14-07-2017,13:00:00,5074
No Holiday,294.52,0.0,0.0,Clouds,14-07-2017,14:00:00,5282
No Holiday,295.08,0.0,0.0,Clouds,14-07-2017,15:00:00,5632
No Holiday,295.77,0.0,0.0,Clouds,14-07-2017,16:00:00,5849
No Holiday,296.68,0.0,0.0,Clouds,14-07-2017,17:00:00,5119
No Holiday,296.46,0.0,0.0,Clouds,14-07-2017,18:00:00,4314
No Holiday,296.46,0.0,0.0,Clear,14-07-2017,19:00:00,3872
No Holiday,295.96,0.0,0.0,Clear,14-07-2017,20:00:00,3370
No Holiday,294.35,0.0,0.0,Clear,14-07-2017,21:00:00,3356
No Holiday,292.28,0.0,0.0,Clear,14-07-2017,22:00:00,3834
No Holiday,290.55,0.0,0.0,Clear,14-07-2017,23:00:00,3401
No Holiday,289.55,0.0,0.0,Clear,15-07-2017,00:00:00,1643
No Holiday,288.82,0.0,0.0,Clear,15-07-2017,01:00:00,901
No Holiday,288.61,0.0,0.0,Clear,15-07-2017,02:00:00,673
No Holiday,289.29,0.0,0.0,Clear,15-07-2017,03:00:00,462
No Holiday,289.52,0.0,0.0,Clear,15-07-2017,04:00:00,427
No Holiday,289.52,0.0,0.0,Clear,15-07-2017,05:00:00,796
No Holiday,289.95,0.0,0.0,Rain,15-07-2017,06:00:00,1431
No Holiday,290.48,0.0,0.0,Clear,15-07-2017,07:00:00,1991
No Holiday,292.29,0.0,0.0,Clear,15-07-2017,08:00:00,2980
No Holiday,294.55,0.0,0.0,Clear,15-07-2017,09:00:00,3629
No Holiday,297.21,0.0,0.0,Clouds,15-07-2017,10:00:00,3869
No Holiday,299.74,0.0,0.0,Clouds,15-07-2017,11:00:00,4310
No Holiday,301.41,0.0,0.0,Clear,15-07-2017,12:00:00,4484
No Holiday,302.88,0.0,0.0,Clear,15-07-2017,13:00:00,4199
No Holiday,304.28,0.0,0.0,Clouds,15-07-2017,14:00:00,4216
No Holiday,305.08,0.0,0.0,Clear,15-07-2017,15:00:00,4133
No Holiday,305.55,0.0,0.0,Clouds,15-07-2017,16:00:00,4187
No Holiday,305.49,0.0,0.0,Clouds,15-07-2017,17:00:00,4049
No Holiday,304.76,0.0,0.0,Clear,15-07-2017,18:00:00,4065
No Holiday,303.89,0.0,0.0,Clear,15-07-2017,19:00:00,3434
No Holiday,302.42,0.0,0.0,Clear,15-07-2017,20:00:00,3057
No Holiday,299.79,0.0,0.0,Clear,15-07-2017,21:00:00,3224
No Holiday,297.97,0.0,0.0,Clear,15-07-2017,22:00:00,3183
No Holiday,296.83,0.0,0.0,Clear,15-07-2017,23:00:00,2239
No Holiday,295.22,0.0,0.0,Clear,16-07-2017,00:00:00,1674
No Holiday,294.49,0.0,0.0,Clear,16-07-2017,01:00:00,1114
No Holiday,293.59,0.0,0.0,Clear,16-07-2017,02:00:00,792
No Holiday,293.22,0.0,0.0,Clear,16-07-2017,03:00:00,486
No Holiday,292.22,0.0,0.0,Clear,16-07-2017,04:00:00,497
No Holiday,291.82,0.0,0.0,Clear,16-07-2017,05:00:00,586
No Holiday,291.29,0.0,0.0,Clear,16-07-2017,06:00:00,985
No Holiday,291.42,0.0,0.0,Clear,16-07-2017,07:00:00,1373
No Holiday,292.69,0.0,0.0,Clear,16-07-2017,08:00:00,2021
No Holiday,294.09,0.0,0.0,Clear,16-07-2017,09:00:00,2809
No Holiday,295.62,0.0,0.0,Clouds,16-07-2017,10:00:00,3470
No Holiday,296.78,0.0,0.0,Clouds,16-07-2017,11:00:00,4131
No Holiday,297.82,0.0,0.0,Clouds,16-07-2017,12:00:00,4321
No Holiday,299.02,0.0,0.0,Clouds,16-07-2017,13:00:00,4425
No Holiday,299.75,0.0,0.0,Clouds,16-07-2017,14:00:00,4369
No Holiday,300.28,0.0,0.0,Clouds,16-07-2017,15:00:00,4340
No Holiday,300.89,0.0,0.0,Clouds,16-07-2017,16:00:00,4256
No Holiday,300.95,0.0,0.0,Clouds,16-07-2017,17:00:00,4069
No Holiday,301.15,0.0,0.0,Clouds,16-07-2017,18:00:00,3799
No Holiday,300.62,0.0,0.0,Clear,16-07-2017,19:00:00,3658
No Holiday,299.49,0.0,0.0,Clear,16-07-2017,20:00:00,4258
No Holiday,297.56,0.0,0.0,Clear,16-07-2017,21:00:00,2985
No Holiday,295.72,0.0,0.0,Clear,16-07-2017,22:00:00,2334
No Holiday,294.95,0.0,0.0,Clear,16-07-2017,23:00:00,1386
No Holiday,294.02,0.0,0.0,Clear,17-07-2017,00:00:00,816
No Holiday,293.15,0.0,0.0,Clear,17-07-2017,01:00:00,481
No Holiday,292.69,0.0,0.0,Clear,17-07-2017,02:00:00,340
No Holiday,292.09,0.0,0.0,Clear,17-07-2017,03:00:00,337
No Holiday,291.89,0.0,0.0,Clear,17-07-2017,04:00:00,842
No Holiday,291.55,0.0,0.0,Clear,17-07-2017,05:00:00,2812
No Holiday,291.48,0.0,0.0,Clear,17-07-2017,06:00:00,5572
No Holiday,292.09,0.0,0.0,Clear,17-07-2017,07:00:00,6391
No Holiday,294.15,0.0,0.0,Mist,17-07-2017,08:00:00,5771
No Holiday,296.02,0.0,0.0,Clouds,17-07-2017,09:00:00,4615
No Holiday,297.72,0.0,0.0,Clouds,17-07-2017,10:00:00,4154
No Holiday,299.48,0.0,0.0,Clear,17-07-2017,11:00:00,4485
No Holiday,301.21,0.0,0.0,Clear,17-07-2017,12:00:00,4601
No Holiday,302.51,0.0,0.0,Clear,17-07-2017,13:00:00,4914
No Holiday,303.84,0.0,0.0,Clouds,17-07-2017,14:00:00,5009
No Holiday,304.85,0.0,0.0,Clouds,17-07-2017,15:00:00,5442
No Holiday,305.23,0.0,0.0,Clouds,17-07-2017,16:00:00,6289
No Holiday,305.09,0.0,0.0,Clouds,17-07-2017,17:00:00,6002
No Holiday,305.01,0.0,0.0,Clouds,17-07-2017,18:00:00,4401
No Holiday,304.08,0.0,0.0,Clouds,17-07-2017,19:00:00,3282
No Holiday,302.79,0.0,0.0,Clouds,17-07-2017,20:00:00,2807
No Holiday,300.22,0.0,0.0,Clouds,17-07-2017,21:00:00,2578
No Holiday,296.86,0.0,0.0,Thunderstorm,17-07-2017,22:00:00,1709
No Holiday,296.86,0.0,0.0,Mist,17-07-2017,22:00:00,1709
No Holiday,296.86,0.0,0.0,Rain,17-07-2017,22:00:00,1709
No Holiday,294.23,0.0,0.0,Thunderstorm,17-07-2017,23:00:00,1016
No Holiday,294.23,0.0,0.0,Mist,17-07-2017,23:00:00,1016
No Holiday,294.23,0.0,0.0,Rain,17-07-2017,23:00:00,1016
No Holiday,293.84,0.0,0.0,Thunderstorm,18-07-2017,00:00:00,622
No Holiday,293.84,0.0,0.0,Mist,18-07-2017,00:00:00,622
No Holiday,293.84,0.0,0.0,Rain,18-07-2017,00:00:00,622
No Holiday,293.69,0.0,0.0,Rain,18-07-2017,01:00:00,357
No Holiday,293.69,0.0,0.0,Thunderstorm,18-07-2017,01:00:00,357
No Holiday,293.84,0.0,0.0,Rain,18-07-2017,02:00:00,269
No Holiday,294.29,0.0,0.0,Rain,18-07-2017,03:00:00,344
No Holiday,294.29,0.0,0.0,Mist,18-07-2017,03:00:00,344
No Holiday,294.29,0.0,0.0,Drizzle,18-07-2017,03:00:00,344
No Holiday,294.62,0.0,0.0,Rain,18-07-2017,04:00:00,845
No Holiday,294.58,0.0,0.0,Clear,18-07-2017,05:00:00,2903
No Holiday,294.79,0.0,0.0,Clear,18-07-2017,06:00:00,5773
No Holiday,295.22,0.0,0.0,Clouds,18-07-2017,07:00:00,6702
No Holiday,296.62,0.0,0.0,Clouds,18-07-2017,08:00:00,6128
No Holiday,296.86,0.0,0.0,Rain,18-07-2017,09:00:00,4737
No Holiday,297.01,0.0,0.0,Rain,18-07-2017,10:00:00,4296
No Holiday,297.75,0.0,0.0,Rain,18-07-2017,11:00:00,4482
No Holiday,297.75,0.0,0.0,Drizzle,18-07-2017,11:00:00,4482
No Holiday,298.28,0.0,0.0,Rain,18-07-2017,12:00:00,4842
No Holiday,298.68,0.0,0.0,Rain,18-07-2017,13:00:00,4873
No Holiday,298.35,0.0,0.0,Rain,18-07-2017,14:00:00,5137
No Holiday,297.43,0.0,0.0,Rain,18-07-2017,15:00:00,5626
No Holiday,297.43,0.0,0.0,Mist,18-07-2017,15:00:00,5626
No Holiday,297.43,0.0,0.0,Drizzle,18-07-2017,15:00:00,5626
No Holiday,298.51,0.0,0.0,Rain,18-07-2017,16:00:00,6590
No Holiday,298.75,0.0,0.0,Clouds,18-07-2017,17:00:00,6315
No Holiday,298.88,0.0,0.0,Clouds,18-07-2017,18:00:00,4548
No Holiday,298.75,0.0,0.0,Clouds,18-07-2017,19:00:00,3360
No Holiday,297.86,0.0,0.0,Clouds,18-07-2017,20:00:00,3014
No Holiday,295.95,0.0,0.0,Clouds,18-07-2017,21:00:00,2762
No Holiday,294.28,0.0,0.0,Clear,18-07-2017,22:00:00,1995
No Holiday,292.21,0.0,0.0,Mist,18-07-2017,23:00:00,1211
No Holiday,292.21,0.0,0.0,Haze,18-07-2017,23:00:00,1211
No Holiday,291.08,0.0,0.0,Mist,19-07-2017,00:00:00,785
No Holiday,291.08,0.0,0.0,Fog,19-07-2017,00:00:00,785
No Holiday,291.08,0.0,0.0,Haze,19-07-2017,00:00:00,785
No Holiday,290.56,0.0,0.0,Mist,19-07-2017,01:00:00,478
No Holiday,290.56,0.0,0.0,Fog,19-07-2017,01:00:00,478
No Holiday,290.56,0.0,0.0,Haze,19-07-2017,01:00:00,478
No Holiday,289.89,0.0,0.0,Mist,19-07-2017,02:00:00,328
No Holiday,289.89,0.0,0.0,Fog,19-07-2017,02:00:00,328
No Holiday,289.89,0.0,0.0,Haze,19-07-2017,02:00:00,328
No Holiday,289.29,0.0,0.0,Mist,19-07-2017,03:00:00,424
No Holiday,289.29,0.0,0.0,Fog,19-07-2017,03:00:00,424
No Holiday,289.29,0.0,0.0,Haze,19-07-2017,03:00:00,424
No Holiday,288.65,0.0,0.0,Mist,19-07-2017,04:00:00,1035
No Holiday,288.65,0.0,0.0,Fog,19-07-2017,04:00:00,1035
No Holiday,288.01,0.0,0.0,Mist,19-07-2017,05:00:00,3104
No Holiday,288.01,0.0,0.0,Fog,19-07-2017,05:00:00,3104
No Holiday,288.02,0.0,0.0,Mist,19-07-2017,06:00:00,5944
No Holiday,288.02,0.0,0.0,Fog,19-07-2017,06:00:00,5944
No Holiday,288.34,0.0,0.0,Haze,19-07-2017,07:00:00,6447
No Holiday,288.34,0.0,0.0,Mist,19-07-2017,07:00:00,6447
No Holiday,288.34,0.0,0.0,Fog,19-07-2017,07:00:00,6447
No Holiday,292.53,0.0,0.0,Haze,19-07-2017,08:00:00,5899
No Holiday,292.53,0.0,0.0,Mist,19-07-2017,08:00:00,5899
No Holiday,293.35,0.0,0.0,Haze,19-07-2017,09:00:00,5100
No Holiday,293.35,0.0,0.0,Mist,19-07-2017,09:00:00,5100
No Holiday,296.28,0.0,0.0,Clear,19-07-2017,10:00:00,4681
No Holiday,298.81,0.0,0.0,Clouds,19-07-2017,11:00:00,5013
No Holiday,299.29,0.0,0.0,Clouds,19-07-2017,12:00:00,4911
No Holiday,300.22,0.0,0.0,Clouds,19-07-2017,13:00:00,5125
No Holiday,300.29,0.0,0.0,Clear,19-07-2017,14:00:00,5902
No Holiday,299.58,0.0,0.0,Thunderstorm,19-07-2017,15:00:00,6026
No Holiday,299.58,0.0,0.0,Rain,19-07-2017,15:00:00,6026
No Holiday,296.94,0.0,0.0,Thunderstorm,19-07-2017,16:00:00,6401
No Holiday,296.94,0.0,0.0,Rain,19-07-2017,16:00:00,6401
No Holiday,293.58,0.0,0.0,Rain,19-07-2017,17:00:00,6105
No Holiday,293.58,0.0,0.0,Thunderstorm,19-07-2017,17:00:00,6105
No Holiday,293.43,0.0,0.0,Thunderstorm,19-07-2017,18:00:00,4617
No Holiday,293.87,0.0,0.0,Clear,19-07-2017,19:00:00,3276
No Holiday,294.72,0.0,0.0,Clouds,19-07-2017,20:00:00,2804
No Holiday,295.01,0.0,0.0,Thunderstorm,19-07-2017,21:00:00,2815
No Holiday,295.01,0.0,0.0,Mist,19-07-2017,21:00:00,2815
No Holiday,294.02,0.0,0.0,Thunderstorm,19-07-2017,22:00:00,2029
No Holiday,294.02,0.0,0.0,Mist,19-07-2017,22:00:00,2029
No Holiday,293.94,0.0,0.0,Thunderstorm,19-07-2017,23:00:00,1228
No Holiday,293.94,0.0,0.0,Mist,19-07-2017,23:00:00,1228
No Holiday,293.94,0.0,0.0,Rain,19-07-2017,23:00:00,1228
No Holiday,294.08,0.0,0.0,Thunderstorm,20-07-2017,00:00:00,832
No Holiday,294.08,0.0,0.0,Rain,20-07-2017,00:00:00,832
No Holiday,294.07,0.0,0.0,Rain,20-07-2017,01:00:00,495
No Holiday,294.07,0.0,0.0,Mist,20-07-2017,01:00:00,495
No Holiday,293.69,0.0,0.0,Mist,20-07-2017,02:00:00,361
No Holiday,293.22,0.0,0.0,Mist,20-07-2017,03:00:00,385
No Holiday,292.42,0.0,0.0,Mist,20-07-2017,04:00:00,930
No Holiday,292.42,0.0,0.0,Fog,20-07-2017,04:00:00,930
No Holiday,292.02,0.0,0.0,Mist,20-07-2017,05:00:00,3008
No Holiday,292.02,0.0,0.0,Fog,20-07-2017,05:00:00,3008
No Holiday,292.23,0.0,0.0,Mist,20-07-2017,06:00:00,5862
No Holiday,292.23,0.0,0.0,Fog,20-07-2017,06:00:00,5862
No Holiday,292.28,0.0,0.0,Mist,20-07-2017,07:00:00,6446
No Holiday,292.28,0.0,0.0,Fog,20-07-2017,07:00:00,6446
No Holiday,293.15,0.0,0.0,Mist,20-07-2017,08:00:00,6317
No Holiday,293.15,0.0,0.0,Fog,20-07-2017,08:00:00,6317
No Holiday,294.37,0.0,0.0,Fog,20-07-2017,09:00:00,5051
No Holiday,294.37,0.0,0.0,Mist,20-07-2017,09:00:00,5051
No Holiday,295.22,0.0,0.0,Haze,20-07-2017,10:00:00,4371
No Holiday,295.22,0.0,0.0,Mist,20-07-2017,10:00:00,4371
No Holiday,297.44,0.0,0.0,Mist,20-07-2017,11:00:00,4684
No Holiday,298.87,0.0,0.0,Clear,20-07-2017,12:00:00,4917
No Holiday,300.15,0.0,0.0,Clouds,20-07-2017,13:00:00,5105
No Holiday,300.58,0.0,0.0,Clear,20-07-2017,14:00:00,5175
No Holiday,301.75,0.0,0.0,Clouds,20-07-2017,15:00:00,5635
No Holiday,302.15,0.0,0.0,Clear,20-07-2017,16:00:00,6421
No Holiday,302.94,0.0,0.0,Clear,20-07-2017,17:00:00,6024
No Holiday,303.35,0.0,0.0,Clear,20-07-2017,18:00:00,4752
No Holiday,303.3,0.0,0.0,Clear,20-07-2017,19:00:00,3611
No Holiday,302.02,0.0,0.0,Clouds,20-07-2017,20:00:00,3346
No Holiday,299.36,0.0,0.0,Clear,20-07-2017,21:00:00,3198
No Holiday,296.02,0.0,0.0,Haze,20-07-2017,22:00:00,2339
No Holiday,294.73,0.0,0.0,Mist,20-07-2017,23:00:00,1525
No Holiday,293.8,0.0,0.0,Mist,21-07-2017,00:00:00,888
No Holiday,293.01,0.0,0.0,Mist,21-07-2017,01:00:00,565
No Holiday,292.51,0.0,0.0,Mist,21-07-2017,02:00:00,333
No Holiday,292.51,0.0,0.0,Fog,21-07-2017,02:00:00,333
No Holiday,292.58,0.0,0.0,Mist,21-07-2017,03:00:00,371
No Holiday,292.58,0.0,0.0,Fog,21-07-2017,03:00:00,371
No Holiday,292.02,0.0,0.0,Fog,21-07-2017,04:00:00,813
No Holiday,292.02,0.0,0.0,Mist,21-07-2017,04:00:00,813
No Holiday,292.02,0.0,0.0,Mist,21-07-2017,05:00:00,2728
No Holiday,292.02,0.0,0.0,Fog,21-07-2017,05:00:00,2728
No Holiday,291.76,0.0,0.0,Mist,21-07-2017,06:00:00,5187
No Holiday,291.76,0.0,0.0,Drizzle,21-07-2017,06:00:00,5187
No Holiday,292.65,0.0,0.0,Mist,21-07-2017,07:00:00,6031
No Holiday,292.65,0.0,0.0,Drizzle,21-07-2017,07:00:00,6031
No Holiday,294.51,0.0,0.0,Mist,21-07-2017,08:00:00,5379
No Holiday,295.51,0.0,0.0,Thunderstorm,21-07-2017,09:00:00,4541
No Holiday,295.72,0.0,0.0,Clouds,21-07-2017,10:00:00,4323
No Holiday,296.15,0.0,0.0,Clouds,21-07-2017,11:00:00,4660
No Holiday,297.01,0.0,0.0,Rain,21-07-2017,12:00:00,5074
No Holiday,296.72,0.0,0.0,Rain,21-07-2017,13:00:00,5096
No Holiday,296.72,0.0,0.0,Drizzle,21-07-2017,13:00:00,5096
No Holiday,297.08,0.0,0.0,Rain,21-07-2017,14:00:00,5341
No Holiday,298.68,0.0,0.0,Clouds,21-07-2017,15:00:00,5640
No Holiday,299.94,0.0,0.0,Clouds,21-07-2017,16:00:00,5937
No Holiday,300.49,0.0,0.0,Clouds,21-07-2017,17:00:00,5362
No Holiday,300.37,0.0,0.0,Clouds,21-07-2017,18:00:00,4734
No Holiday,300.42,0.0,0.0,Clouds,21-07-2017,19:00:00,3671
No Holiday,299.8,0.0,0.0,Clouds,21-07-2017,20:00:00,3321
No Holiday,298.36,0.0,0.0,Clouds,21-07-2017,21:00:00,3310
No Holiday,297.42,0.0,0.0,Rain,21-07-2017,22:00:00,3196
No Holiday,296.49,0.0,0.0,Rain,21-07-2017,23:00:00,2094
No Holiday,295.22,0.0,0.0,Rain,22-07-2017,00:00:00,1454
No Holiday,294.55,0.0,0.0,Drizzle,22-07-2017,01:00:00,873
No Holiday,294.55,0.0,0.0,Rain,22-07-2017,01:00:00,873
No Holiday,294.42,0.0,0.0,Clear,22-07-2017,02:00:00,744
No Holiday,294.02,0.0,0.0,Clear,22-07-2017,03:00:00,585
No Holiday,294.3,0.0,0.0,Rain,22-07-2017,04:00:00,583
No Holiday,293.56,0.0,0.0,Clear,22-07-2017,05:00:00,838
No Holiday,293.65,0.0,0.0,Clouds,22-07-2017,06:00:00,1405
No Holiday,293.55,0.0,0.0,Clear,22-07-2017,07:00:00,1996
No Holiday,293.75,0.0,0.0,Clear,22-07-2017,08:00:00,2570
No Holiday,295.08,0.0,0.0,Clouds,22-07-2017,09:00:00,3418
No Holiday,297.08,0.0,0.0,Clear,22-07-2017,10:00:00,3738
No Holiday,299.29,0.0,0.0,Clear,22-07-2017,11:00:00,4175
No Holiday,300.58,0.0,0.0,Clear,22-07-2017,12:00:00,4280
No Holiday,301.94,0.0,0.0,Clear,22-07-2017,13:00:00,4457
No Holiday,302.79,0.0,0.0,Clear,22-07-2017,14:00:00,4826
No Holiday,303.55,0.0,0.0,Clouds,22-07-2017,15:00:00,4332
No Holiday,303.93,0.0,0.0,Clouds,22-07-2017,16:00:00,4569
No Holiday,304.02,0.0,0.0,Clouds,22-07-2017,17:00:00,4192
No Holiday,303.96,0.0,0.0,Clouds,22-07-2017,18:00:00,3901
No Holiday,303.36,0.0,0.0,Clouds,22-07-2017,19:00:00,3608
No Holiday,302.23,0.0,0.0,Clear,22-07-2017,20:00:00,3546
No Holiday,300.23,0.0,0.0,Clouds,22-07-2017,21:00:00,3513
No Holiday,298.09,0.0,0.0,Clear,22-07-2017,22:00:00,3156
No Holiday,295.89,0.0,0.0,Clear,22-07-2017,23:00:00,2632
No Holiday,293.8,0.0,0.0,Clear,23-07-2017,00:00:00,2539
No Holiday,293.16,0.0,0.0,Clear,23-07-2017,01:00:00,1129
No Holiday,293.29,0.0,0.0,Clear,23-07-2017,02:00:00,771
No Holiday,293.29,0.0,0.0,Clear,23-07-2017,03:00:00,413
No Holiday,293.29,0.0,0.0,Clouds,23-07-2017,04:00:00,355
No Holiday,292.87,0.0,0.0,Clouds,23-07-2017,05:00:00,500
No Holiday,292.49,0.0,0.0,Clouds,23-07-2017,06:00:00,845
No Holiday,292.02,0.0,0.0,Clouds,23-07-2017,07:00:00,1150
No Holiday,292.75,0.0,0.0,Clouds,23-07-2017,08:00:00,1822
No Holiday,293.69,0.0,0.0,Clouds,23-07-2017,09:00:00,2689
No Holiday,294.55,0.0,0.0,Clouds,23-07-2017,10:00:00,3463
No Holiday,295.08,0.0,0.0,Clouds,23-07-2017,11:00:00,3960
No Holiday,295.15,0.0,0.0,Clouds,23-07-2017,12:00:00,4257
No Holiday,295.68,0.0,0.0,Clouds,23-07-2017,13:00:00,4182
No Holiday,296.02,0.0,0.0,Clouds,23-07-2017,14:00:00,4245
No Holiday,296.28,0.0,0.0,Clouds,23-07-2017,15:00:00,4170
